                        sourcefile                           sourceline                         class                          count
<GEM:nokogiri-1.6.1>/lib/nokogiri/html/document.rb                  124  Nokogiri::HTML::Document                                  2
<PWD>/crawler.rb                                                    234  Array                                                   401
<PWD>/crawler.rb                                                    234  String                                                 3394
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                   244  String                                                 3609
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                   244  Proc                                                   2406
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                   244  RubyVM::Env                                            2406
<GEM:nokogiri-1.6.1>/lib/nokogiri/xml/node_set.rb                   244  Array                                                  1203
(eval)                                                                3  String                                                    2
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     416  Nokogiri::CSS::Node                                       1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/parser.rb                     416  Array                                                     1
<GEM:nokogiri-1.6.1>/lib/nokogiri/css/tokenizer.rb                  131  Array                                                     1
<PWD>/crawler.rb                                                    233  Array                                                   401
<PWD>/crawler.rb                                                    233  String                                                  401
<PWD>/crawler.rb                                                    237  String                                                  802
<PWD>/crawler.rb                                                    237  Array                                                   401
<PWD>/crawler.rb                                                    236  Array                                                   802
<PWD>/crawler.rb                                                    236  String                                                 1994
<PWD>/crawler.rb                                                    234  MatchData                                               401
<PWD>/crawler.rb                                                    234  Regexp                                                  397
<PWD>/helpers/writer.rb                                              49  Array                                                   401
<RUBYLIBDIR>/csv.rb                                                1664  String                                                  802
<RUBYLIBDIR>/csv.rb                                                1657  String                                                  802
<RUBYLIBDIR>/csv.rb                                                2026  String                                                  633
<RUBYLIBDIR>/csv.rb                                                2025  String                                                 3106
<RUBYLIBDIR>/csv.rb                                                2023  String                                                  633
<RUBYLIBDIR>/csv.rb                                                1657  Array                                                   401
<RUBYLIBDIR>/csv.rb                                                2025  Regexp                                                    2
<RUBYLIBDIR>/csv.rb                                                2089  Method                                                    4
<RUBYLIBDIR>/csv.rb                                                2089  String                                                   16
<RUBYLIBDIR>/csv.rb                                                2089  MatchData                                                 4
<RUBYLIBDIR>/csv.rb                                                2086  Array                                                     4
<RUBYLIBDIR>/csv.rb                                                2086  String                                                    8
<RUBYLIBDIR>/csv.rb                                                2060  Hash                                                      2
<RUBYLIBDIR>/csv.rb                                                2261  String                                                   92
<RUBYLIBDIR>/csv.rb                                                2261  Array                                                    12
<RUBYLIBDIR>/csv.rb                                                2067  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                2067  String                                                    2
<RUBYLIBDIR>/csv.rb                                                2253  String                                                   19
<RUBYLIBDIR>/csv.rb                                                2253  Regexp                                                    8
<RUBYLIBDIR>/csv.rb                                                2253  Array                                                     8
<RUBYLIBDIR>/csv.rb                                                2065  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                2065  String                                                    2
<RUBYLIBDIR>/csv.rb                                                2062  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                2063  String                                                    4
<RUBYLIBDIR>/csv.rb                                                2062  String                                                    4
<RUBYLIBDIR>/csv.rb                                                2061  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                2061  String                                                    2
<RUBYLIBDIR>/csv.rb                                                2060  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                2060  String                                                    4
<RUBYLIBDIR>/csv.rb                                                2245  String                                                    4
<RUBYLIBDIR>/csv.rb                                                2032  Proc                                                      2
<RUBYLIBDIR>/csv.rb                                                2028  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                2028  String                                                    2
<RUBYLIBDIR>/csv.rb                                                2021  Proc                                                      2
<RUBYLIBDIR>/csv.rb                                                2021  RubyVM::Env                                               2
<RUBYLIBDIR>/csv.rb                                                2017  String                                                    2
<RUBYLIBDIR>/csv.rb                                                1966  Array                                                     2
<RUBYLIBDIR>/csv.rb                                                1955  String                                                    2
<RUBYLIBDIR>/csv.rb                                                1953  String                                                    2
<RUBYLIBDIR>/csv.rb                                                1510  String                                                   14
<RUBYLIBDIR>/csv.rb                                                1510  Regexp                                                    2
<RUBYLIBDIR>/csv.rb                                                1509  String                                                    4
<RUBYLIBDIR>/csv.rb                                                1491  StringIO                                                  2
<RUBYLIBDIR>/csv.rb                                                1488  Hash                                                      2
<RUBYLIBDIR>/csv.rb                                                1486  Hash                                                      2
<RUBYLIBDIR>/csv.rb                                                1156  CSV                                                       2
<RUBYLIBDIR>/csv.rb                                                1152  String                                                    2
<PWD>/helpers/writer.rb                                              46  Array                                                     2
<PWD>/helpers/writer.rb                                              14  String                                                    2
<PWD>/helpers/writer.rb                                              14  File                                                      2
<PWD>/helpers/writer.rb                                              13  Array                                                     2
<PWD>/helpers/writer.rb                                              13  String                                                    6
<RUBYLIBDIR>/csv.rb                                                2034  String                                                   12
<PWD>/helpers/writer.rb                                              53  String                                                    2
<RUBYLIBDIR>/csv.rb                                                1158  Array                                                     2
(pry)                                                                30  String                                                    6
<PWD>/crawler.rb                                                    155  Array                                                     2
<PWD>/crawler.rb                                                    155  String                                                    6
<PWD>/crawler.rb                                                    146  String                                                    2
<RUBYLIBDIR>/benchmark.rb                                           492  MatchData                                                 2
<RUBYLIBDIR>/benchmark.rb                                           492  String                                                   15
<RUBYLIBDIR>/benchmark.rb                                           491  MatchData                                                 4
<RUBYLIBDIR>/benchmark.rb                                           491  String                                                   15
<RUBYLIBDIR>/benchmark.rb                                           490  String                                                    1
<RUBYLIBDIR>/benchmark.rb                                           489  String                                                    1
<RUBYLIBDIR>/benchmark.rb                                           488  MatchData                                                 2
<RUBYLIBDIR>/benchmark.rb                                           488  String                                                   15
<RUBYLIBDIR>/benchmark.rb                                           487  MatchData                                                 4
<RUBYLIBDIR>/benchmark.rb                                           487  String                                                   15
<RUBYLIBDIR>/benchmark.rb                                           486  String                                                    1
<RUBYLIBDIR>/benchmark.rb                                           485  String                                                    2
<RUBYLIBDIR>/benchmark.rb                                           500  Array                                                     2
<PWD>/crawler.rb                                                    146  Hash                                                      1
<RUBYLIBDIR>/benchmark.rb                                           281  Benchmark::Tms                                            2
<RUBYLIBDIR>/benchmark.rb                                           280  Time                                                      2
<RUBYLIBDIR>/benchmark.rb                                           280  Process::Tms                                              2
<GEM:typhoeus-0.6.6>/lib/typhoeus/hydra/memoizable.rb                21  Hash                                                      1
